kalimat,kelas
Seto Mulyadi memiliki gaya rambut seperti para personil The Beatles karena pada saat kecil  ia pernah jatuh saat bermain sampai kening kirinya sobek.,nama
Untuk menutupi bekas jahitan tersebut  akhirnya ia membuat model rambutnya seperti The Beatles.,other
Saat Seto berusia 14 tahun  ayahnya meninggal dunia pada tahun 1966.,nama
Semenjak kematian ayahnya  ekonomi keluarganya mulai tidak stabil.,other
Untuk mengatasi tekanan ekonomi tersebut  Seto terpaksa dititipkan ke rumah bibinya di Surabaya bersama kakak dan saudara kembarnya  Krisna.,other
Saat tinggal di Surabaya  Seto dan Kresno melanjutkan sekolah di SMA St. Louis  yang dimana rata-rata murid di sana berasal dari kalangan mengenah ke atas.,pendidikan
Selama bersekolah di sana  Seto dan Kresno sering tidak membawa uang jajan karena hanya untuk membayar uang SPP saja.,other
Seto dan Kresno bercita-cita melanjutkan studinya di Fakultas Kedokteran.,pendidikan
Tapi  cita-citanya menjadi dokter kandas sebab tidak diterima di fakultas kedokteran Universitas Airlangga.,pendidikan
Sementara Kresno diterima di kedokteran dan kakaknya  Maruf  masuk Akabri.,other
Seto kecewa karena tidak diterima di Fakultas Kedokteras di Universitas Airlangga.,pendidikan
Kekecewaan tersebut membuat dirinya meninggalkan rumah dan pada tanggal 27 Maret 1970  ia pergi ke Jakarta.,other
Di sana ia memulai hidup dengan bekerja serabutan sambil menunggu tes Fakultas Kedokteran pada tahun berikutnya.,other
SD Ngepos  Klaten (1963).,pendidikan
SMK  Klaten (1966).,pendidikan
SMA St.Louis  Surabaya (1969).,pendidikan
Fakultas Psikologi Universitas Indonesia (1981).,pendidikan
Program Magister Psikologi Universitas Indonesia (1989).,pendidikan
Program Doktoral Psikologi Universitas Indonesia (1993).,pendidikan
Pada suatu hari saat Seto sedang menonton televisi  ia melihat acara Taman Indria yang diasuh oleh Bu Kasur yang pada saat itu ditayangkan di stasiun televisi TVRI.,other
Ia pun tertarik dengan acara tersebut  ketertarikannya tersebut membuatnya untuk mencari rumah Bu Kasur dengan niat berguru.,other
Saat Seto menghampiri rumah Ibu Kasur  ia bertemu dengan Bapak Kasur  seorang pemilik Taman Kanak-kanak.,nama
Kemudian  meminta untuk menjadi asisten Pak Kasur secara sukarela tanpa dibayar.,other
Akhirnya Pak Kasur menerima Seto sebagai asisten pada tanggal 4 April 1970.,nama
Setahun menjadi asisten  Seto mendapatkan gaji seperti guru-guru lain di sekolah Pak Kasur.,nama
Selama menjadi asisten  Seto memperhatikan cara-cara yang ditunjukkan oleh Pak Kasur dalam mendidik anak.,nama
Seto semakin memantapkan diri di jalurnya tersebut terlebih Pak Kasur selalu menjadi pendorong baginya untuk tetap menekuni dunia anak-anak.,nama
Saya rasa adiklah yang harus melanjutkan perjuangan saya di dunia anak-anak  ucapan Pak Kasur kepadanya.,other
Pak Kasur memberikan saran untuk Seto agar masuk Fakultas Psikologi.,other
Akhirnya pada tahun 1972  ia diterima di Fakultas Psikologi Universitas Indonesia.,pendidikan
Bersama Pak Kasur  Seto menumpahkan kecintaannya kepada anak-anak.,other
Ia semakin bersemangat untuk menggeluti dunia anak-anak  namun secara mengejutkan Pak Kasur memutuskan untuk menutup Taman Bermainnya karena alasan kesehatan.,other
Mendengar hal tersebut  Seto terkejut dan merasa sedih.,nama
Kecintaannya pada anak-anak membuatnya memberanikan diri untuk mengelola Istana Anak-Anak di Taman Ria Remaja  Senayan.,other
Pada tahun 1978  Seto mendapat kepercayaan untuk mengasuh acara Aneka Ria Anak-anak di TVRI.,nama
Semula ia berpasangan dengan Gator Sunyoto  kemudian dipasangkan dengan Rafika Duri  dan hingga akhirnya berduet dengan Henry Purwonegoro.,other
Dalam acara tersebut  Seto mendongeng dan menyanyi.,nama
Bahkan ia menunjukkan beberapa kemahirannya dalam bermain sulap yang membuat anak-anak suka dengannya.,other
Ia juga berhasil menciptakan sebuah boneka khas binatang Indonesia yang bernama Si Komo yang berbentuk komodo.,other
Dengan bonekanya tersebut ia makin dekat dengan anak-anak.,other
Pada tahun 1981  Seto berhasil lulus di Fakultas Psikologi Universitas Indonesia.,pendidikan
Pada 16 Juni 1982  ia menidirikan sebuah Taman Kanak-kanak yang ia beri nama Mutiara Indonesia  ia menggunakan nama tersebut karena ia mengganggap bahwa anak-anak adalah mutiara bangsa dari sekarang hingga masa yang akan datang.,other
Dua tahun kemudian  Seto mendirikan Yayasan Nakula Sadewa  wadah untuk para anak kembar dan orangtuanya.,nama
Pada tahun 1987  Seto menikah dengan Deviana  usia keduanya berjarak 18 tahun  namun Devi tidak bersedih  menurutnya suaminya merupakan sosok bapak  saudara dan sahabat dalam berbagi suka dan duka.,nama
"Pada saat pernikahan  Seto membayar nazarnya yang telah ia ucapkan ""jika suatu saat saya menikah  saya akan mendongeng kepada anak-anak yatim piatu"".",nama
Dari pernikahannya tersebut  Seto mempunyai empat orang anak  antara lain; Eka Putri Duta Sari  Bimo Dwi Putra Utama  Shelomita Kartika Putri Maharani  dan Nidya Putri Catur.,other
Bersama keluarganya tersebut ia tinggal di kawasan Cireundeu.,other
Sebagian tempat tinggalnya dimanfaatkan untuk sarana bermain anak-anak seperti terdapatnya ayunan  ruang kelas  kolam renang mini  tidak hanya itu bahkan ruangan didekorasi dengan warna-warna yang ceria.,other
Seto mendidik anaknya dengan baik  selian itu ia juga menjadikan anak-anaknya sebagai sahabat dan guru.,nama
Hubungan dekat dengan anaknya pun sudah dituangkan di dalam buku yang berjudul Anakku  Sahabatku  dan Guruku.,other
Dalam buku tersebut ia menuliskan bahwa anak dapat menjadi sahabat dalam berbagi masalah.,other
Anak juga bisa menjadi guru untuk belajar tentang kreativitas  spontanitas  kebebasan berfikir  dan mempunyai kasih sayang yang tulus.,other
Pada tahun 2007  Seto mendirikan sekolah alternatif yang bernama Homeschooling Kak Seto  merupakan sistem pendidikan atau pembelajaran yang diselenggarakan di rumah.,other
Homeschooling menjadi lembaga pendidikan alternatif yang menjadi salah satu solusi pendidikan bagi anak-anak Indonesia yang baik yang berada di dalam negeri maupun luar negeri.,other
Homeschooling menempatkan anak-anak sebagai subjek denga pendekatan di rumah.,other
Dengan pendekatan di rumah  inilah anak-anak merasa dapat belajar apapun  kapan saja  di mana saja sesuai dengan keinginannya.,other
Jadi  meski disebut sebagai homeschooling  tidak berarti bahwa anak-anak akan terus menerus belajar di rumah  tapi anak-anak dapat belajar dengan kondisi yang benar-benar nyaman dan menyenangkan seperti di rumah.,other
Salah satu siswa dari homescooling kak Seto adalah .,nama
Berkat pengabdiannya pada dunia anak-anak  Seto dianugerahi sejumlah penghargaan antara lain : Orang muda Berkarya Indonesia (1987) The Outstanding Young Person of the World (1987) Peace essenger Award  New York (1987) The Golden Ballon Award  New York (1989) Pada tahun 1998  Seto dipilih untuk menjadi Ketua Komnas Perlindungan Anak (Komnas PA)  organisasi yang bertujuan untuk memantau  memajukan  dan melindungi hak anak  serta berbagai kemungkinan pelanggaran hak anak yang dilakukan oleh Negara  perorangan  atau lembaga.,other
Untuk saat ini ketua dari Komnas PA adalah Arist Merdeka Sirait  sedangkan Seto menjabat sebagai Ketua Dewan Konsultatif Nasional.,other
Informasi Biografi di atas ini kami sadur dari berbagai sumber  namun kami tidak menjamin akan kebenarannya.,other
Jika ada kesalahan atau kekurangan dalam penulisan atau informasi yang kami sampaikan di atas kami mohon maaf dan berharap agar Anda bisa membetulkannya melalui kotak komentar atau bisa menghubungi kami melalui email kami.,other
Terima kasih.,other
Post under : ### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Bung Tomo Pahlawan Indonesia - Biografi Tokoh Dunia Lengkap.,nama
Biografi Bung Tomo Pahlawan Indonesia.,nama
Biografi Bung Tomo Pahlawan Indonesia.,nama
Bung Tomo adalah pahlawan yang berasal dari kota Surabaya.,nama
Beliau memiliki jasa besar terhadap upaya mempertahankan kemerdekaan Indonesia  yaitu pada saat melawan penjajah yang ingin kembali menjajah Indonesia tepatnya di kota Surabaya.,other
Beliau berhasil menjadi orator dan membakar semangat arek-arek Suroboyo untuk melawan kembalinya penjajah yang kita kenal dengan pertempuran 10 November 1945 yang diperingati sebagai Hari Pahlawan.,other
Nama Lengkap : Sutomo.,nama
Tempat Lahir : Surabaya  Jawa Timur.,ttl
Tanggal Lahir : 03 Oktober 1920.,ttl
Agama : Islam.,other
Kebangsaan : Indonesia.,other
Dikenal : Sebagai Pahlawan Indonesia.,other
Image Courtesy of www.batyra.com.,other
Bung Tomo lahir pada 3 Oktober 1920 di Surabaya  Jawa Timur.,ttl
Sutomo lebih dikenal dengan nama Bung Tomo oleh rakyat.,nama
Bung Tomo dibesarkan dalam keluarga kelas menengah  dan juga keluarga yang sangat menghargai dan menjunjung tinggi pendidikan.,other
Ayahnya bernama Kartawan Tjiptowidjojo adalah seorang kepala keluarga dari kelas menengah.,other
Ia pernah bekerja sebagai pegawai pemerintahan  sebagai staf pribadi di sebuah perusahaan swasta  sebagai asisten di kantor pajak pemerintah  dan pegawai kecil di perusahan ekspor-impor Belanda.,other
Bung Tomo mengaku mempunyai pertalian darah dengan beberapa pendamping dekat Pangeran Diponegoro.,other
Ibunya berdarah campuran Jawa Tengah  Sunda  dan Madura.,other
Bung Tomo suka bekerja keras untuk memperbaiki keadaan agar menjadi lebih baik.,nama
Pada saat usia 12 tahun  ketika ia terpaksa meninggalkan pendidikannya di MULO  Bung tomo melakukan berbagai pekerjaan kecil-kecilan untuk mengatasi dampak depresi yang melanda dunia saat itu.,pendidikan
Belakangan ia menyelesaikan pendidikan HBS-nya lewat korespondensi  namun tidak pernah resmi lulus.,pendidikan
Di usia muda Bung Tomo aktif dalam organisasi kepanduan atau KBI.,other
Bung Tomo kemudian bergabung dengan KBI (Kepanduan Bangsa Indonesia).,nama
Sutomo menegaskan bahwa filsafat kepanduan  ditambah dengan kesadaran nasionalis yang diperolehnya dari kelompok ini dan dari kakeknya  merupakan pengganti yang baik untuk pendidikan formalnya.,nama
Pada usia 17 tahun  ia menjadi terkenal ketika berhasil menjadi orang kedua di Hindia Belanda yang mencapai peringkat Pandu Garuda.,other
Bung Tomo memiliki minat pada dunia jurnalisme.,nama
Ia pernah bekerja sebagai wartawan lepas pada Harian Soeara Oemoem di Surabaya pada tahun 1937.,other
Setahun kemudian  ia menjadi Redaktur Mingguan Pembela Rakyat serta menjadi wartawan dan penulis pojok harian berbahasa Jawa  Ekspres  di Surabaya pada tahun 1939.,other
Pada masa pendudukan Jepang  Bung Tomo bekerja di kantor berita tentara pendudukan Jepang  Domei  bagian Bahasa Indonesia untuk seluruh Jawa Timur di Surabaya pada tahun 1942-1945.,other
Saat Proklamasi Kemerdekaan 17 Agustus 1945 dikumandangkan  beliau memberitakannya dalam bahasa Jawa bersama wartawan senior Romo Bintarti untuk menghindari sensor Jepang.,other
Selanjutnya  beliau menjadi Pemimpin Redaksi Kantor Berita Antara di Surabaya.,other
Baca juga : .,other
Pada tahun 1944 ia menjadi anggota Gerakan Rakyat Baru yang disponsori Jepang  hampir tak seorang pun yang mengenal dia.,other
Namun semua ini mempersiapkan Bung Tomo untuk menjalankan peranannya yang sangat penting.,nama
Pada 19 �September 1945 �sebuah insiden terjadi di Hotel Yamato  Surabaya.,other
Sekelompok orang Belanda memasang bendera mereka.,other
Rakyat marah.,other
Seorang Belanda tewas dan bendera merah-putih-biru itu diturunkan.,other
Bagian biru dirobek  tinggal merah-putih  yang langsung dikibarkan.,other
Di Jakarta  pasukan Sekutu datang pada 30 September 1945.,other
Para serdadu Belanda ikut rombongan.,other
Bendera Belanda berkibar di mana-mana.,other
Saat itu  Bung Tomo masih berstatus wartawan kantor berita ANTARA.,nama
Ia juga kepala bagian penerangan Pemuda Republik Indonesia (PRI)  organisasi terpenting dan terbesar di Surabaya pada saat itu.,other
Di Jakarta  Bung Karno meminta para pemuda untuk menahan diri  tak memulai konfrontasi bersenjata.,other
Bung Tomo kembali ke Surabaya.,nama
Kita (di Surabaya) telah memperoleh kemerdekaan  sementara di ibukota rakyat Indonesia terpaksa harus hidup dalam ketakutan  katanya seperti dicatat sejarawan William H. Frederick dari Universitas Ohio  AS.,other
Pada bulan Oktober dan November 1945  ia menjadi salah satu Pemimpin yang sangat penting  karena ia berhasil menggerakkan dan membangkitkan semangat rakyat Surabaya  yang pada waktu itu Surabaya diserang habis-habisan oleh pasukan Inggris yang mendarat untuk melucutkan senjata tentara pendudukan Jepang dan membebaskan tawanan Eropa.,other
Pada 9 November dikeluarkannya ultimatum yang ditunjukkan kepada para staf Gubernur Soerjo yang berbunyi  pertama  seluruh pemimpin rakyat Surabaya harus menyerahkan diri paling lambat pukul 18.00 di hari itu dengan tangan di atas kepala.,other
Kedua  seluruh senjata harus diserahkan.,other
Lalu  pembunuh Mallaby menyerahkan diri.,other
Jika kedua hal tersebut diabaikan  Sekutu bakal mulai menyerang pada pukul 06.00 keesokan harinya.,other
Seperti ultimatum terdahulu  pamflet berisi ultimatum disebar lewat udara.,other
Jika tidak dipatuhi  pada 10 November mulai pukul 06.00  Inggris akan mulai menggempur.,other
Pertempuran di Surabaya  10 November 1945  Bung Tomo tampil sebagai orator ulung di depan corong radio  membakar semangat rakyat untuk berjuang melawan tentara Inggris dan NICA-Belanda.,other
Baca juga : .,other
Image Courtesy of id.wikipedia.org Berikut ini bunyi dari pidato Bung Tomo yang pada saat itu berhasil membakar semangat para arek-arek Suroboyo untuk melawan sekutu demi mempertahankan kemerdekaan Indonesia.,other
Bismillahirrohmanirrohim..,other
Merdeka!!!,other
Saudara-saudara rakyat jelata di seluruh Indonesia terutama saudara-saudara penduduk kota Surabaya.,other
Kita semuanya telah mengetahui.,other
Bahwa hari ini tentara Inggris telah menyebarkan pamflet-pamflet yang memberikan suatu ancaman kepada kita semua.,other
Kita diwajibkan untuk dalam waktu yang mereka tentukan  menyerahkan senjata-senjata yang telah kita rebut dari tangan tentara Jepang.,other
Mereka telah minta supaya kita datang pada mereka itu dengan mengangkat tangan.,other
Mereka telah minta supaya kita semua datang pada mereka itu dengan membawa bendera putih tanda bahwa kita menyerah kepada mereka.,other
Saudara-saudara.,other
Di dalam pertempuran-pertempuran yang lampau kita sekalian telah menunjukkan bahwa rakyat Indonesia di Surabaya.,other
Pemuda-pemuda yang berasal dari Maluku  pemuda-pemuda yang berasal dari Sulawesi  pemuda-pemuda yang berasal dari Pulau Bali  pemuda-pemuda yang berasal dari Kalimantan  pemuda-pemuda dari seluruh Sumatera  pemuda Aceh  pemuda Tapanuli  dan seluruh pemuda Indonesia yang ada di Surabaya ini.,other
Di dalam pasukan mereka masing-masing.,other
Dengan pasukan-pasukan rakyat yang dibentuk di kampung-kampung.,other
Telah menunjukkan satu pertahanan yang tidak bisa dijebol.,other
Telah menunjukkan satu kekuatan sehingga mereka itu terjepit di mana-mana.,other
Hanya karena taktik yang licik daripada mereka itu saudara-saudara.,other
Dengan mendatangkan Presiden dan pemimpin-pemimpin lainnya ke Surabaya ini.,other
Maka kita ini tunduk untuk memberhentikan pertempuran.,other
Tetapi pada masa itu mereka telah memperkuat diri.,other
Dan setelah kuat sekarang inilah keadaannya.,other
Saudara-saudara kita semuanya.,other
Kita bangsa indonesia yang ada di Surabaya ini akan menerima tantangan tentara Inggris itu  dan kalau pimpinan tentara inggris yang ada di Surabaya.,other
Ingin mendengarkan jawaban rakyat Indonesia.,other
Ingin mendengarkan jawaban seluruh pemuda Indonesia yang ada di Surabaya ini.,other
Dengarkanlah ini tentara Inggris.,other
Ini jawaban kita.,other
Ini jawaban rakyat Surabaya.,other
Ini jawaban pemuda Indonesia kepada kau sekalian.,other
Hai tentara Inggris !,other
Kau menghendaki bahwa kita ini akan membawa bendera putih untuk takluk kepadamu.,other
Kau menyuruh kita mengangkat tangan datang kepadamu.,other
Kau menyuruh kita membawa senjata2 yang telah kita rampas dari tentara jepang untuk diserahkan kepadamu.,other
Tuntutan itu walaupun kita tahu bahwa kau sekali lagi akan mengancam kita untuk menggempur kita dengan kekuatan yang ada tetapi inilah jawaban kita.,other
Selama banteng-banteng Indonesia masih mempunyai darah merah.,other
Yang dapat membikin secarik kain putih merah dan putih.,other
Maka selama itu tidak akan kita akan mau menyerah kepada siapapun juga.,other
Saudara-saudara rakyat Surabaya  siaplah keadaan genting!,other
Tetapi saya peringatkan sekali lagi.,other
Jangan mulai menembak  baru kalau kita ditembak  Maka kita akan ganti menyerang mereka itulah kita tunjukkan bahwa kita ini adalah benar-benar orang yang ingin merdeka.,other
Dan untuk kita saudara-saudara.,other
Lebih baik kita hancur lebur daripada tidak merdeka.,other
Semboyan kita tetap: merdeka atau mati!,other
Dan kita yakin saudara-saudara.,other
Pada akhirnya pastilah kemenangan akan jatuh ke tangan kita  sebab Allah selalu berada di pihak yang benar.,other
Percayalah saudara-saudara.,other
Tuhan akan melindungi kita sekalian.,other
Allahu Akbar!,other
Allahu Akbar!,other
Allahu Akbar!,other
Merdeka!!!,other
Image Courtesy of www.panoraimo.com Bung Tomo sempat terjun dalam dunia politik pada tahun 1950  dan kemudian menghilang dari panggung politik karena ia tidak merasa bahagia terjun di dunia politik.,other
Pada akhir masa pemerintahan Soekarno dan awal pemerintahan Suharto yang mula-mula didukungnya  Sutomo kembali muncul sebagai tokoh nasional.,other
Pada awal tahun 1970  ia kembali dan mempunyai pandangan pendapat yang berbeda dengan pemerintahan Orde Baru.,other
Ia berbicara dengan keras terhadap program-program yang dijalankan oleh Suharto sehingga pada 11 April 1978 ia ditahan oleh pemerintah Indonesia yang tampaknya khawatir akan kritik-kritiknya yang keras tersebut.,other
Baru setahun kemudian ia dilepaskan oleh Suharto.,other
Pada 7 Oktober 1981 Bung Tomo meninggal dunia di Padang Arafah  saat sedang menunaikan ibadah haji.,nama
Berbeda dengan tradisi untuk memakamkan para jemaah haji yang meninggal dalam ziarah ke tanah suci yang harus dimakamkan di tanah suci  tapi jenazah Bung Tomo dibawa kembali ke tanah air dan dimakamkan bukan di sebuah Taman Makam Pahlawan  melainkan di Tempat Pemakaman Umum Ngagel di Surabaya.,other
Image Courtesy of rusabawean.com Setelah pemerintah didesak oleh Gerakan Pemuda (GP) Ansor dan Fraksi Partai Golkar (FPG) agar memberikan gelar pahlawan kepada Bung Tomo pada 9 November 2007.,other
Akhirnya gelar pahlawan nasional diberikan ke Bung Tomo bertepatan pada peringatan Hari Pahlawan tanggal 10 November 2008.,other
Keputusan ini disampaikan oleh Menteri Komunikasi dan Informatika Kabinet Indonesia Bersatu  Muhammad Nuh pada tanggal 2 November 2008 di Jakarta.,other
Sejarah mencatat bahwa perlawanan rakyat Indonesia di Surabaya yang terdiri atas berbagai suku bangsa sangat dahsyat.,other
Tidak ada rasa takut menghadapi tentara Inggris yang bersenjata lengkap.,other
Tanggal 10 November kita kenang sebagai Hari Pahlawan.,other
Bung Tomo terutama dikenang karena seruan-seruan pembukaannya di dalam siaran-siaran radionya yang penuh dengan emosi.,nama
Artikel di atas ini saya ambil dari berbagai sumber yang ada di Internet.,other
Post under : ### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
